코드,회사명,외인지분율_최근,PBR_최근,시가총액_억,종가_최근,수급동행,지분율기준_6m,변화폭_6m,순위_6m,순매수억_외국인_6m,순매수억_기관_6m,순매수억_개인_6m,순매수억_사모_6m,주가등락pct_6m,주식수변동pct_6m,장외변동pct_6m,개인강도순위_6m,플래그_개인몰림_6m,강도pct_6m,강도순위_6m,플래그_주식수변동_6m,플래그_장외변동_6m,플래그_기관동반_6m,플래그_개인순매도_6m,지분율기준_3m,변화폭_3m,순위_3m,순매수억_외국인_3m,순매수억_기관_3m,순매수억_개인_3m,순매수억_사모_3m,주가등락pct_3m,주식수변동pct_3m,장외변동pct_3m,개인강도순위_3m,플래그_개인몰림_3m,강도pct_3m,강도순위_3m,플래그_주식수변동_3m,플래그_장외변동_3m,플래그_기관동반_3m,플래그_개인순매도_3m,지분율기준_1m,변화폭_1m,순위_1m,순매수억_외국인_1m,순매수억_기관_1m,순매수억_개인_1m,순매수억_사모_1m,주가등락pct_1m,주식수변동pct_1m,장외변동pct_1m,개인강도순위_1m,플래그_개인몰림_1m,강도pct_1m,강도순위_1m,플래그_주식수변동_1m,플래그_장외변동_1m,플래그_기관동반_1m,플래그_개인순매도_1m,지분율기준_1w,변화폭_1w,순위_1w,순매수억_외국인_1w,순매수억_기관_1w,순매수억_개인_1w,순매수억_사모_1w,주가등락pct_1w,주식수변동pct_1w,장외변동pct_1w,개인강도순위_1w,플래그_개인몰림_1w,강도pct_1w,강도순위_1w,플래그_주식수변동_1w,플래그_장외변동_1w,플래그_기관동반_1w,플래그_개인순매도_1w,강도유형
050110,캠시스,1.4599609375,0.33,311.0,1064.0,,3.900390625,-2.44,1674,-14.3,-44.0,56.7,-27.2,167.34,-60.41,-1.58,95,False,-2.955,1710,True,True,False,False,1.2099609375,0.25,604,1.5,-42.1,40.9,-27.2,-58.84,97.94,2.0,3,True,-2.233,1645,True,True,False,False,5.4296875,-3.97,1802,-12.6,-4.3,17.0,-4.0,-11.33,0.0,-0.2,7,True,-3.784,1746,False,False,False,False,4.26953125,-2.81,1811,-10.9,-0.1,11.2,,26.07,0.0,0.37,4,True,-3.183,1733,False,False,False,False,
050120,ES큐브,2.630859375,0.43,397.0,2925.0,,3.310546875,-0.68,1364,-2.4,16.8,-20.7,,2.09,0.0,-0.11,,False,-0.576,1387,False,False,True,True,2.66015625,-0.03,880,-0.6,12.9,-12.7,,-8.31,0.0,0.05,,False,-0.093,883,False,False,True,True,2.560546875,0.07,777,0.1,-0.0,-0.1,,-8.45,0.0,0.03,,False,0.028,872,False,False,False,True,2.619140625,0.01,867,0.1,,-0.1,,3.17,0.0,-0.01,,False,0.019,875,False,False,False,True,
050760,에스폴리텍,3.66015625,0.31,185.0,1132.0,,1.75,1.91,347,0.3,-0.8,-0.1,-0.1,-14.89,0.0,1.19,,False,0.73,661,False,True,False,True,2.240234375,1.42,307,1.4,-0.7,-0.9,-0.0,-18.68,0.0,0.41,,False,0.994,379,False,False,False,True,1.98046875,1.68,120,0.6,0.2,-1.0,-0.0,-1.14,0.0,1.1,,False,0.579,390,False,True,True,True,2.279296875,1.38,18,1.7,-0.3,-1.3,,-11.7,0.0,0.54,,False,0.839,35,False,False,False,True,
050860,아세아텍,0.990234375,0.25,387.0,1720.0,,1.2802734375,-0.29,1213,-0.4,-5.1,3.3,,-8.46,0.0,-0.2,490,False,-0.101,1138,False,False,False,False,1.8603515625,-0.87,1336,-3.8,0.0,3.0,,-15.48,0.0,-0.04,573,False,-0.851,1320,False,False,False,False,1.0,-0.01,1065,0.3,-0.0,-0.4,,-7.97,0.0,-0.11,,False,0.094,789,False,False,False,True,0.97021484375,0.02,827,0.1,0.0,-0.1,,-4.81,0.0,-0.0,,False,0.022,861,False,False,False,True,스파이크
050890,쏠리드,18.34375,1.6,5735.0,9440.0,,9.609375,8.73,34,440.2,122.6,-538.7,-13.4,30.21,0.0,-0.57,,False,9.349,23,False,False,True,True,11.71875,6.62,29,727.2,-116.9,-607.3,-24.8,-43.37,0.0,-2.11,,False,8.744,13,False,True,False,True,14.9921875,3.35,40,302.3,9.7,-307.3,-2.4,-26.31,0.0,-1.1,,False,4.504,18,False,True,True,True,18.6875,-0.34,1682,9.2,3.1,-12.2,0.4,-2.78,0.0,-0.51,,False,0.166,380,False,False,True,True,지속
050960,수산아이앤티,1.330078125,0.58,526.0,7790.0,,1.7001953125,-0.37,1244,-2.1,-0.3,2.3,0.1,-15.23,0.0,-0.01,595,False,-0.359,1287,False,False,False,False,2.119140625,-0.79,1303,-3.7,0.1,3.6,0.1,-23.1,0.0,-0.19,614,False,-0.602,1207,False,False,True,False,1.1396484375,0.19,664,1.0,0.1,-1.2,0.1,-3.23,0.0,-0.02,,False,0.2,659,False,False,True,True,1.169921875,0.16,457,0.5,0.0,-0.5,,1.83,0.0,0.06,,False,0.099,567,False,False,False,True,스파이크
051160,지어소프트,16.984375,0.68,1122.0,7250.0,,8.1015625,8.88,31,107.1,-8.1,-97.1,-1.1,-5.6,0.0,-0.23,,False,9.048,25,False,False,False,True,13.8828125,3.1,149,36.9,-3.0,-33.4,-0.4,-7.41,0.0,-0.11,,False,3.207,136,False,False,False,True,15.46875,1.52,139,15.6,-1.4,-14.6,-1.1,-0.82,0.0,0.07,,False,1.424,147,False,False,False,True,16.765625,0.22,348,3.4,0.0,-3.3,0.0,1.83,0.0,-0.1,,False,0.31,179,False,False,False,True,지속
051360,토비스,18.078125,0.86,2400.0,16090.0,,13.5234375,4.55,124,101.0,-60.5,-52.8,66.3,6.49,-5.74,-0.42,,False,3.91,168,True,False,False,True,17.671875,0.41,544,12.7,31.3,-38.4,35.2,0.06,0.0,0.02,,False,0.373,550,False,False,True,True,18.6875,-0.61,1548,-11.8,5.2,6.9,6.4,-6.18,0.0,-0.09,408,False,-0.506,1450,False,False,True,False,18.078125,0.0,908,,,,,0.0,0.0,0.0,,False,,,False,False,False,False,
051370,인터플렉스,8.1328125,0.5,1563.0,6700.0,,7.578125,0.55,682,44.7,-12.4,-39.5,1.2,-36.91,0.0,0.08,,False,0.486,756,False,False,False,True,9.1171875,-0.98,1375,-16.7,-37.3,56.0,-0.6,-48.58,0.0,0.73,153,False,-1.708,1562,False,False,False,False,10.0234375,-1.89,1748,-32.3,-0.1,32.2,-0.2,-30.35,0.0,0.04,70,False,-1.931,1703,False,False,False,False,8.7578125,-0.62,1743,-9.8,-0.0,9.8,,1.98,0.0,-0.01,84,False,-0.615,1660,False,False,False,False,
051380,피씨디렉트,2.01953125,0.61,258.0,1681.0,,2.80078125,-0.78,1398,1.0,0.0,-9.3,,-16.78,0.0,-0.4,,False,-0.319,1271,False,False,False,True,4.37890625,-2.36,1668,-4.8,0.0,-4.5,,-26.59,0.0,-0.35,,False,-2.061,1620,False,False,False,True,3.7109375,-1.69,1730,-4.1,-0.1,-5.6,,0.3,0.0,-0.1,,False,-1.632,1683,False,False,False,True,2.220703125,-0.2,1575,-0.2,0.0,-1.1,,-1.12,0.0,-0.14,,False,-0.06,1281,False,False,False,True,
051390,YW,2.259765625,0.36,434.0,3825.0,,0.3798828125,1.88,354,5.7,11.4,-13.5,11.9,0.0,0.0,0.77,,False,1.148,510,False,False,True,True,0.509765625,1.75,266,4.8,8.1,-9.4,8.1,-12.47,0.0,0.8,,False,0.953,386,False,False,True,True,1.4404296875,0.82,292,0.5,3.9,-1.1,3.9,-15.66,0.0,0.71,,False,0.108,766,False,False,True,True,2.26953125,-0.01,1155,-0.1,0.0,0.1,,3.38,0.0,0.01,608,False,-0.018,1123,False,False,False,False,지속
051490,나라엠앤디,2.26953125,0.34,383.0,2700.0,,3.08984375,-0.82,1410,-2.8,-1.2,3.6,,-33.25,0.0,-0.44,528,False,-0.511,1356,False,False,False,False,2.869140625,-0.6,1210,-2.0,-0.5,2.1,,-26.43,0.0,-0.34,686,False,-0.393,1097,False,False,False,False,2.58984375,-0.32,1393,-0.2,-0.0,-0.2,,-7.38,0.0,-0.37,,False,-0.038,1041,False,False,False,True,2.41015625,-0.14,1499,0.6,-0.0,-0.6,,2.47,0.0,-0.31,,False,0.162,389,False,False,False,True,스파이크
051500,CJ프레시웨이,18.09375,0.59,2695.0,22700.0,,13.671875,4.42,130,122.4,4.9,-107.1,-43.0,-4.82,0.0,0.25,,False,4.181,148,False,False,True,True,16.03125,2.06,232,56.1,-97.1,48.2,-44.9,-22.39,0.0,0.04,335,False,2.026,229,False,False,False,False,17.484375,0.61,381,13.3,-14.6,3.3,-14.2,-6.58,0.0,0.11,502,False,0.499,441,False,False,False,False,17.96875,0.12,543,3.0,-2.5,-0.4,-3.1,2.02,0.0,0.01,,False,0.113,524,False,False,False,True,지속
051780,큐로홀딩스,0.0,0.78,180.0,2840.0,,1.919921875,-1.92,1622,-2.5,0.1,24.9,,155.86,-75.45,-9.09,255,False,0.189,917,True,True,True,False,2.109375,-2.11,1644,-2.8,0.1,25.6,,290.65,-75.45,-8.73,172,False,-0.165,939,True,True,True,False,0.759765625,-0.76,1601,-2.7,-0.0,3.7,,-9.7,0.0,0.52,79,False,-1.286,1647,False,False,False,False,0.0,0.0,908,-0.2,-0.0,0.2,,-7.79,0.0,0.08,426,False,-0.085,1338,False,False,False,False,
051980,중앙첨단소재,3.830078125,1.14,1189.0,1070.0,,1.599609375,2.23,304,1.3,-0.4,73.5,-0.2,-52.44,0.0,0.35,275,False,1.649,403,False,False,False,False,2.2109375,1.62,282,14.3,-0.2,-13.9,-0.1,-33.79,0.0,-0.31,,False,1.925,242,False,False,False,True,2.119140625,1.71,113,18.7,-0.0,-19.1,,-22.41,0.0,-0.04,,False,1.724,108,False,False,False,True,2.919921875,0.91,46,6.4,0.0,-6.3,,23.7,0.0,0.31,,False,0.607,61,False,False,False,True,지속
052020,에스티큐브,6.48828125,6.9,4983.0,7330.0,,4.0703125,2.42,275,165.7,3.9,-112.6,6.1,-9.06,0.0,-0.49,,False,2.913,248,False,False,True,True,4.55078125,1.94,245,79.6,-8.4,-33.0,-5.9,-56.6,0.0,0.48,,False,1.478,287,False,False,False,True,5.3984375,1.09,217,51.5,0.0,-49.9,-0.6,-34.32,0.0,0.29,,False,0.837,272,False,False,False,True,6.5703125,-0.08,1395,-8.7,-0.0,9.0,,-1.74,0.0,0.07,311,False,-0.158,1452,False,False,False,False,
052220,iMBC,3.609375,0.78,436.0,1894.0,,2.91015625,0.7,621,6.1,-0.0,-6.1,,-41.36,0.0,-0.46,,False,1.147,512,False,False,False,True,4.0703125,-0.46,1141,-5.4,-0.0,5.5,,-40.81,0.0,0.06,631,False,-0.503,1164,False,False,False,False,3.33984375,0.27,589,1.2,0.0,-1.1,,-13.52,0.0,-0.0,,False,0.305,559,False,False,False,True,3.509765625,0.1,592,0.4,-0.0,-0.4,,0.74,0.0,0.01,,False,0.094,585,False,False,False,True,
052260,현대바이오랜드,2.4609375,0.76,1036.0,3455.0,,2.76953125,-0.31,1224,4.1,-0.2,-6.3,,-17.44,0.0,-0.66,,False,0.377,809,False,False,False,True,2.4609375,0.0,771,-3.4,-0.2,0.9,,-19.84,0.0,0.24,876,False,-0.226,977,False,False,False,False,2.099609375,0.36,531,1.5,-0.1,-2.1,,-5.73,0.0,0.2,,False,0.16,706,False,False,False,True,2.349609375,0.11,568,2.0,-0.0,-2.0,,0.0,0.0,-0.08,,False,0.19,335,False,False,False,True,스파이크
052300,오션인더블유,1.490234375,0.09,245.0,1510.0,,1.6201171875,-0.13,1136,-0.5,5.8,-6.0,-0.7,-32.44,-3.68,0.01,,False,-0.357,1286,True,False,True,True,1.990234375,-0.5,1166,-2.4,3.8,-2.0,,-13.27,0.0,0.2,,False,-0.89,1339,False,False,True,True,0.93017578125,0.56,411,0.2,1.9,-2.5,,-2.89,0.0,0.36,,False,0.099,781,False,False,True,True,1.4501953125,0.04,763,0.3,0.5,-0.8,,5.15,0.0,-0.07,,False,0.113,524,False,False,True,True,스파이크
052330,코텍,12.453125,0.44,2195.0,12360.0,,10.9609375,1.49,415,33.5,-4.6,-72.7,0.8,33.05,0.0,-0.2,,False,1.702,396,False,False,False,True,12.1328125,0.32,573,8.6,-2.0,-39.8,1.4,12.06,0.0,0.01,,False,0.318,578,False,False,False,True,12.328125,0.12,726,2.8,-0.4,-16.0,0.2,7.01,0.0,0.02,,False,0.128,744,False,False,False,True,12.359375,0.09,613,2.4,-0.2,-3.9,,7.95,0.0,-0.02,,False,0.112,527,False,False,False,True,
052400,코나아이,3.4296875,2.29,5993.0,41150.0,,3.970703125,-0.54,1316,-21.0,934.9,-982.7,-37.5,-8.56,0.0,-0.15,,False,-0.377,1297,False,False,True,True,4.37109375,-0.94,1360,-108.4,30.7,-17.7,-32.2,-42.12,0.0,0.61,,False,-1.581,1525,False,False,True,True,3.380859375,0.05,805,-1.9,30.8,-80.3,1.9,-13.19,0.0,0.02,,False,0.036,856,False,False,True,True,3.0703125,0.36,206,-4.5,5.9,-9.0,-0.0,1.23,0.0,0.43,,False,-0.074,1312,False,False,True,True,
052420,오성첨단소재,0.0,0.29,883.0,9060.0,,4.01953125,-4.02,1737,-6.9,10.9,-0.6,0.4,530.04,-89.68,-43.67,717,False,0.446,778,True,True,True,True,2.609375,-2.61,1702,-18.4,6.2,14.3,0.4,503.2,-90.0,-23.68,470,False,-0.278,1013,True,True,True,False,0.0,0.0,913,-7.8,13.7,-11.9,0.4,4.62,0.0,0.91,,False,-0.923,1594,False,False,True,True,0.0,0.0,908,-1.3,7.2,-5.6,,6.84,0.0,0.16,,False,-0.16,1456,False,False,True,True,
052460,아이크래프트,1.98046875,0.85,476.0,3260.0,,4.4296875,-2.45,1675,-11.2,-0.2,7.9,0.1,18.76,0.0,-0.13,300,False,-2.539,1694,False,False,False,False,7.0703125,-5.09,1788,-21.9,0.1,21.2,0.1,-19.31,0.0,-0.42,61,False,-4.769,1749,False,False,True,False,3.810546875,-1.83,1746,-6.5,0.1,6.5,0.1,7.06,0.0,-0.3,98,False,-1.493,1669,False,False,True,False,1.900390625,0.08,642,2.0,-0.0,-2.1,,1.88,0.0,-0.37,,False,0.457,102,False,False,False,True,스파이크
052600,한네트,2.869140625,0.89,355.0,3070.0,,3.349609375,-0.48,1293,-5.3,0.3,4.2,0.3,-15.19,0.0,-0.14,694,False,-0.401,1312,False,False,True,False,3.740234375,-0.87,1336,0.4,0.3,-1.6,0.3,-27.68,0.0,-1.35,,False,0.419,535,False,True,True,True,2.380859375,0.49,461,1.5,-0.1,-2.0,-0.1,-3.15,0.0,0.03,,False,0.457,464,False,False,False,True,2.720703125,0.15,475,0.4,0.0,-0.4,,3.19,0.0,0.04,,False,0.106,545,False,False,False,True,지속
052710,아모텍,10.6875,1.62,2481.0,16980.0,,9.1328125,1.55,399,20.8,189.4,-199.8,32.1,64.53,-0.02,-0.73,,False,2.293,303,False,False,True,True,6.7890625,3.9,100,88.3,-175.1,77.9,-9.7,-32.08,-0.02,-1.56,286,False,5.472,42,False,True,False,False,11.25,-0.56,1534,-20.5,-24.5,34.6,-29.2,-44.69,0.0,-1.17,294,False,0.626,364,False,True,False,False,9.8671875,0.82,54,33.5,-31.2,-1.4,-21.4,-2.25,0.0,-0.63,,False,1.458,15,False,False,False,True,지속
052770,아이톡시,3.369140625,1.02,45.0,312.0,,0.7001953125,2.67,250,2.0,-3.5,2.4,-3.5,-70.0,0.0,0.92,453,False,2.724,261,False,False,False,False,3.580078125,-0.21,1010,,,,,0.0,0.0,-0.21,,False,,,False,False,False,False,3.529296875,-0.16,1247,,,,,0.0,0.0,-0.16,,False,,,False,False,False,False,3.369140625,0.0,908,,,,,0.0,0.0,0.0,,False,,,False,False,False,False,
052790,액토즈소프트,52.53125,0.18,461.0,4220.0,,49.5625,2.97,222,5.9,-0.3,-6.9,0.0,-30.25,-3.58,-0.19,,False,1.152,505,True,False,False,True,49.9375,2.59,186,5.4,-0.4,-5.5,,-24.91,-3.58,-0.46,,False,1.037,371,True,False,False,True,52.46875,0.06,788,0.9,-0.3,-0.6,,-3.65,0.0,-0.18,,False,0.224,630,False,False,False,True,52.21875,0.31,249,1.9,-0.0,-1.8,,-3.43,0.0,-0.08,,False,0.395,129,False,False,False,True,지속
052860,아이앤씨,1.150390625,2.0,763.0,4270.0,,3.259765625,-2.11,1645,-18.8,-0.6,15.6,-0.5,65.83,0.02,-0.55,393,False,-1.562,1607,False,False,False,False,3.169921875,-2.02,1628,-25.8,-1.8,22.2,-0.5,-16.11,0.02,0.35,237,False,-2.364,1657,False,False,False,False,1.3603515625,-0.21,1309,-1.6,-0.3,0.7,0.1,-18.67,0.02,-0.06,562,False,-0.165,1209,False,False,False,False,1.1796875,-0.03,1262,-0.1,-0.0,0.2,,7.56,0.02,-0.01,586,False,-0.016,1116,False,False,False,False,
052900,KX하이텍,8.6328125,0.57,914.0,1192.0,,2.58984375,6.04,70,61.3,-87.1,42.2,-36.2,25.74,17.28,0.47,132,False,6.981,49,True,False,False,False,4.05859375,4.57,76,50.0,-64.8,32.6,-36.2,-4.26,10.34,0.51,132,False,5.008,61,True,False,False,False,7.828125,0.8,295,9.3,-28.1,25.7,-16.3,-16.93,4.92,0.53,27,False,0.75,304,True,False,False,False,8.609375,0.02,827,4.7,-4.5,5.2,-4.5,-2.3,4.92,0.03,80,False,0.412,117,True,False,False,False,
053030,바이넥스,7.5390625,1.15,2203.0,6740.0,,4.98046875,2.56,259,104.3,7.7,-111.4,81.4,-52.03,0.0,-1.55,,False,4.136,149,False,True,True,True,3.94921875,3.59,115,126.5,-152.7,27.5,25.8,-42.88,0.0,-1.54,585,False,5.134,54,False,True,False,False,8.2265625,-0.69,1576,12.9,4.5,-15.9,7.2,-16.27,0.0,-1.2,,False,0.537,413,False,True,True,True,8.140625,-0.6,1741,1.2,-0.3,-1.0,-0.0,-2.32,0.0,-0.65,,False,0.044,762,False,False,False,True,지속
053050,지에스이,5.08984375,0.57,552.0,1840.0,,2.650390625,2.44,268,12.4,1.5,-12.7,0.3,-19.83,0.0,-0.32,,False,2.803,258,False,False,True,True,5.37109375,-0.28,1051,-4.2,0.2,3.3,0.3,-31.47,0.0,-0.02,815,False,-0.263,1006,False,False,True,False,4.2890625,0.8,295,2.1,-0.2,-2.4,-0.2,-9.36,0.0,0.36,,False,0.456,465,False,False,False,True,4.94921875,0.14,498,2.8,-0.0,-2.8,,-1.81,0.0,-0.36,,False,0.499,89,False,False,False,True,
053060,세동,8.34375,0.63,255.0,1444.0,,8.25,0.09,897,1.0,-0.6,-9.8,,-2.7,0.0,-1.47,,False,0.738,656,False,True,False,True,9.453125,-1.11,1422,-3.0,-0.5,-7.1,,14.15,0.0,-0.78,,False,-1.138,1424,False,False,False,True,8.6171875,-0.27,1364,-1.1,-0.1,-2.3,,2.63,0.0,0.19,,False,-0.499,1443,False,False,False,True,8.34375,0.0,908,-0.2,-0.0,-0.6,,-6.72,0.0,0.09,,False,-0.081,1329,False,False,False,True,스파이크
053080,케이엔솔,1.0498046875,0.89,1105.0,8500.0,,2.470703125,-1.42,1549,-46.1,-2.4,50.4,-0.9,-29.11,0.0,0.86,241,False,-2.338,1675,False,False,False,False,1.509765625,-0.46,1141,-24.2,-0.2,25.5,-0.2,-37.13,0.0,0.61,428,False,-1.06,1399,False,False,False,False,1.0,0.05,805,-1.6,0.0,1.5,,-27.1,0.0,0.14,542,False,-0.097,1134,False,False,False,False,0.9599609375,0.09,613,-0.9,-0.0,0.9,,-1.05,0.0,0.17,437,False,-0.077,1321,False,False,False,False,
053160,프리엠스,1.099609375,0.69,548.0,9130.0,,3.890625,-2.79,1699,-13.3,0.7,-77.8,0.2,36.27,0.0,-0.47,,False,-2.378,1682,False,False,True,True,3.58984375,-2.49,1687,-11.2,-0.2,-46.9,-0.1,-2.67,0.0,-0.34,,False,-2.132,1629,False,False,False,True,1.23046875,-0.13,1219,-1.5,0.3,-18.9,,-1.19,0.0,0.14,,False,-0.288,1319,False,False,True,True,1.1396484375,-0.04,1301,-0.3,0.0,-5.1,,1.22,0.0,0.01,,False,-0.054,1268,False,False,False,True,
053260,금강철강,0.68017578125,0.57,861.0,4600.0,,0.580078125,0.1,889,-7.6,22.8,-20.2,23.4,17.8,0.0,0.34,,False,-0.163,1181,False,False,True,True,0.580078125,0.1,662,-6.0,17.9,-16.4,18.4,-24.47,0.0,0.13,,False,-0.002,809,False,False,True,True,0.1400146484375,0.54,428,4.4,0.0,-10.1,,-13.21,0.0,0.03,,False,0.531,417,False,False,False,True,0.68017578125,0.0,908,-0.1,0.0,-0.8,,0.66,0.0,0.01,,False,-0.009,1082,False,False,False,True,
053270,구영테크,2.080078125,0.33,511.0,1865.0,,0.93017578125,1.15,495,2.2,-1.8,0.2,0.0,-31.18,0.0,0.67,,False,0.463,770,False,False,False,False,2.75,-0.67,1251,-2.0,-0.0,3.9,,-22.77,0.0,-0.34,580,False,-0.336,1058,False,False,False,False,2.19921875,-0.12,1208,-0.9,-0.0,1.0,,-8.13,0.0,0.04,466,False,-0.151,1193,False,False,False,False,1.8798828125,0.2,382,1.5,-0.6,-0.8,,3.1,0.0,-0.09,,False,0.29,211,False,False,False,True,스파이크
053280,예스24,1.0400390625,0.49,845.0,3380.0,,0.81982421875,0.22,818,0.4,-0.3,-26.5,,-4.11,0.0,0.23,,False,0.003,1073,False,False,False,True,1.26953125,-0.23,1016,-6.1,-0.4,-19.1,,-3.98,0.0,0.47,,False,-0.723,1268,False,False,False,True,1.0498046875,-0.01,1065,-0.8,-0.4,-21.1,,9.21,0.0,0.06,,False,-0.097,1134,False,False,False,True,1.0498046875,-0.01,1155,-0.9,0.0,-3.9,,8.16,0.0,0.11,,False,-0.102,1371,False,False,False,True,스파이크
053290,NE능률,2.060546875,0.36,288.0,1741.0,,2.650390625,-0.59,1333,-0.7,0.0,-1.6,,-9.61,0.0,-0.11,,False,-0.489,1346,False,False,False,True,3.83984375,-1.78,1583,-5.2,0.0,2.7,,-26.69,0.0,-0.04,523,False,-1.765,1576,False,False,False,False,2.76953125,-0.71,1589,-2.1,0.0,0.1,,19.99,0.0,0.04,,False,-0.771,1561,False,False,False,False,2.599609375,-0.54,1731,-1.0,-0.0,-0.1,,24.27,0.0,-0.18,,False,-0.356,1587,False,False,False,True,
053300,한국정보인증,2.080078125,0.83,1713.0,4220.0,,2.7109375,-0.63,1348,-26.2,63.3,-39.9,5.6,-28.84,-4.36,0.12,,False,-0.815,1461,True,False,True,True,2.75,-0.67,1251,-20.6,66.2,-45.8,10.2,-38.39,-4.36,-0.04,,False,-0.73,1271,True,False,True,True,1.490234375,0.59,389,12.1,-1.2,-11.1,-0.7,-20.97,0.0,-0.12,,False,0.702,322,False,False,False,True,2.01953125,0.06,693,2.2,-0.0,-2.2,,4.2,0.0,-0.06,,False,0.124,493,False,False,False,True,스파이크
053350,이니텍,1.7900390625,0.55,831.0,3775.0,,3.1796875,-1.39,1541,-13.5,-1.4,32.7,,-14.79,-4.34,-0.25,177,False,-1.276,1564,True,False,False,False,2.8203125,-1.03,1394,-2.4,0.0,4.1,,0.94,0.0,-0.68,602,False,-0.394,1098,False,False,False,False,1.4296875,0.36,531,1.8,0.0,-0.4,,52.83,0.0,0.32,654,False,0.2,659,False,False,False,True,1.3798828125,0.41,166,1.9,0.0,-1.7,,11.69,0.0,0.18,,False,0.233,274,False,False,False,True,스파이크
053450,세코닉스,5.390625,0.37,528.0,3570.0,,4.19921875,1.19,481,-4.1,-0.1,9.8,,-42.23,0.0,1.01,485,False,0.09,980,False,True,False,False,4.0,1.39,310,7.6,-0.0,-0.6,,-33.77,0.0,-0.11,,False,1.471,288,False,False,False,True,3.669921875,1.72,110,8.6,-0.0,-8.6,,-17.17,0.0,0.11,,False,1.584,127,False,False,False,True,5.46875,-0.08,1395,0.1,-0.0,-0.0,,6.09,0.0,-0.09,,False,0.015,903,False,False,False,False,
053580,웹케시,3.240234375,0.7,802.0,6190.0,,3.859375,-0.62,1343,-2.8,4.9,-4.3,-1.2,-35.59,-5.0,-0.65,,False,-0.158,1178,True,False,True,True,4.2109375,-0.97,1370,-13.7,8.2,-0.2,-0.1,-34.84,-5.0,-0.11,,False,-1.022,1388,True,False,True,True,2.580078125,0.66,358,1.0,8.3,-9.2,-0.1,-6.64,0.0,0.55,,False,0.125,747,False,False,True,True,3.25,-0.01,1155,-0.3,2.8,-2.4,-0.1,3.17,0.0,0.03,,False,-0.041,1229,False,False,True,True,
053610,프로텍,6.19921875,1.72,5994.0,66600.0,,4.2890625,1.91,347,88.5,295.4,-384.6,89.6,86.29,-18.18,-0.78,,False,1.408,451,True,False,True,True,4.7890625,1.41,308,41.5,177.6,-221.6,86.4,6.73,-18.18,-0.29,,False,0.509,503,True,False,True,True,5.69140625,0.51,447,47.0,20.3,-65.7,12.5,-23.27,0.0,-0.18,,False,0.686,330,False,False,True,True,6.0703125,0.13,520,4.4,-0.6,-2.8,-3.5,11.93,0.0,0.07,,False,0.063,690,False,False,False,True,지속
053620,태양,1.1904296875,0.27,560.0,6510.0,,0.60009765625,0.59,665,3.5,-1.1,-12.5,,3.33,0.0,-0.04,,False,0.586,714,False,False,False,True,0.64013671875,0.55,500,3.5,-0.6,-9.0,,-9.96,0.0,-0.08,,False,0.584,479,False,False,False,True,1.1396484375,0.05,805,0.5,0.0,-1.6,,-4.12,0.0,-0.04,,False,0.097,783,False,False,False,True,1.099609375,0.09,613,0.5,0.0,-0.6,,-0.15,0.0,-0.0,,False,0.091,595,False,False,False,True,지속
053700,삼보모터스,0.040008544921875,0.22,1069.0,4000.0,,0.0,0.04,938,10.3,-114.9,135.8,-66.5,-50.86,16.78,-1.11,53,False,1.035,551,True,True,False,False,1.1103515625,-1.07,1407,-21.1,-10.8,49.6,,-34.75,5.59,0.11,102,False,-1.189,1442,True,False,False,False,0.0,0.04,825,-2.1,-9.0,19.6,,-11.21,0.33,0.22,81,False,-0.177,1224,False,False,False,False,0.029998779296875,0.01,867,-0.6,-0.6,4.5,,8.11,0.0,0.06,141,False,-0.049,1255,False,False,False,False,
053800,안랩,26.0,1.26,5830.0,52400.0,,26.234375,-0.23,1185,-67.2,143.4,-73.7,0.1,-12.67,0.0,0.77,,False,-0.969,1499,False,False,True,True,25.9375,0.06,692,40.3,-102.6,66.6,-1.3,-24.06,0.0,-0.33,426,False,0.437,529,False,False,False,False,26.546875,-0.55,1532,-42.7,17.5,26.0,-0.4,-10.88,0.0,0.17,329,False,-0.72,1541,False,False,True,False,25.875,0.12,543,4.9,-0.5,-3.6,,-2.24,0.0,0.05,,False,0.074,654,False,False,False,True,
053950,경남제약,0.0,0.22,242.0,1551.0,,3.16015625,-3.16,1716,-12.0,0.0,8.2,,150.16,-80.0,-14.33,,False,-0.318,1270,True,True,False,False,3.240234375,-3.24,1743,-5.1,-2.2,2.2,,101.69,-80.0,-15.76,,False,-0.1,890,True,True,False,False,0.1700439453125,-0.17,1267,-1.3,-0.2,1.2,,-20.99,0.0,-0.13,602,False,-0.132,1173,False,False,False,False,0.0,0.0,908,0.5,-0.0,-0.5,,0.65,0.0,-0.19,,False,0.195,328,False,False,False,True,스파이크
053980,오상자이엘,2.869140625,0.44,476.0,2505.0,,2.2109375,0.66,638,1.3,-0.9,-0.3,0.1,-23.98,0.0,0.37,,False,0.398,792,False,False,False,True,2.900390625,-0.03,880,-1.2,0.1,0.9,0.0,-23.04,0.0,-0.07,,False,-0.004,814,False,False,True,False,2.140625,0.73,329,2.9,0.0,-3.0,,-7.9,0.0,0.12,,False,0.597,380,False,False,False,True,2.720703125,0.15,475,0.6,0.0,-0.5,,-1.18,0.0,0.05,,False,0.118,512,False,False,False,True,
